Geração;Fitness;
0;39236,884898455035;
0;34730,315593335516;
1;33956,596246330126;
2;33956,596246330126;
3;33956,596246330126;
4;33956,596246330126;
5;33956,596246330126;
6;33732,829710922146;
7;33600,561458470715;
8;33600,561458470715;
9;33600,561458470715;
10;33600,561458470715;
11;33600,561458470715;
12;33600,561458470715;
13;33600,561458470715;
14;33600,561458470715;
15;33600,561458470715;
16;33600,561458470715;
17;33600,561458470715;
18;33600,561458470715;
19;33600,561458470715;
20;33600,561458470715;
21;33600,561458470715;
22;33600,561458470715;
23;33600,561458470715;
24;33600,561458470715;
25;33600,561458470715;
26;33600,561458470715;
27;33600,561458470715;
28;33600,561458470715;
29;33600,561458470715;
30;33600,561458470715;
31;33600,561458470715;
32;33600,561458470715;
33;33600,561458470715;
34;33600,561458470715;
35;33600,561458470715;
36;33600,561458470715;
37;33600,561458470715;
38;33600,561458470715;
39;33600,561458470715;
40;33600,561458470715;
41;33600,561458470715;
42;33600,561458470715;
43;33600,561458470715;
44;33600,561458470715;
45;33600,561458470715;
46;33600,561458470715;
47;33600,561458470715;
48;33600,561458470715;
49;33600,561458470715;
50;33600,561458470715;
51;33600,561458470715;
52;33600,561458470715;
53;33600,561458470715;
54;33600,561458470715;
55;33600,561458470715;
56;33600,561458470715;
57;33600,561458470715;
58;33600,561458470715;
59;33600,561458470715;
60;33600,561458470715;
61;33600,561458470715;
62;33600,561458470715;
63;33600,561458470715;
64;33600,561458470715;
65;33600,561458470715;
66;33600,561458470715;
67;33600,561458470715;
68;33600,561458470715;
69;33600,561458470715;
70;33600,561458470715;
71;33600,561458470715;
72;33600,561458470715;
73;33600,561458470715;
74;33600,561458470715;
75;33600,561458470715;
76;33600,561458470715;
77;33600,561458470715;
78;33600,561458470715;
79;33600,561458470715;
80;33600,561458470715;
81;33600,561458470715;
82;33600,561458470715;
83;33600,561458470715;
84;33600,561458470715;
85;33600,561458470715;
86;33600,561458470715;
87;33600,561458470715;
88;33600,561458470715;
89;33600,561458470715;
90;33600,561458470715;
91;33600,561458470715;
92;33600,561458470715;
93;33600,561458470715;
94;33600,561458470715;
95;33600,561458470715;
96;33600,561458470715;
97;33600,561458470715;
98;33600,561458470715;
99;33600,561458470715;
100;33600,561458470715;
101;33600,561458470715;
102;33600,561458470715;
103;33600,561458470715;
104;33600,561458470715;
105;33600,561458470715;
106;33600,561458470715;
107;33600,561458470715;
108;33600,561458470715;
109;33600,561458470715;
110;33600,561458470715;
111;33600,561458470715;
112;33600,561458470715;
113;33600,561458470715;
114;33600,561458470715;
115;33600,561458470715;
116;33600,561458470715;
117;33600,561458470715;
118;33600,561458470715;
119;33600,561458470715;
120;33600,561458470715;
121;33600,561458470715;
122;33600,561458470715;
123;33600,561458470715;
124;33600,561458470715;
125;33600,561458470715;
126;33600,561458470715;
127;33600,561458470715;
128;33600,561458470715;
129;33600,561458470715;
130;33600,561458470715;
131;33600,561458470715;
132;33600,561458470715;
133;33600,561458470715;
134;33600,561458470715;
135;33600,561458470715;
136;33600,561458470715;
137;33600,561458470715;
138;33600,561458470715;
139;33600,561458470715;
140;33600,561458470715;
141;33600,561458470715;
142;33600,561458470715;
143;33600,561458470715;
144;33600,561458470715;
145;33600,561458470715;
146;33600,561458470715;
147;33600,561458470715;
148;33600,561458470715;
149;33600,561458470715;
150;33600,561458470715;
151;33600,561458470715;
152;33600,561458470715;
153;33600,561458470715;
154;33600,561458470715;
155;33600,561458470715;
156;33600,561458470715;
157;33600,561458470715;
158;33600,561458470715;
159;33600,561458470715;
160;33600,561458470715;
161;33600,561458470715;
162;33600,561458470715;
163;33600,561458470715;
164;33600,561458470715;
165;33600,561458470715;
166;33600,561458470715;
167;33600,561458470715;
168;33600,561458470715;
169;33600,561458470715;
170;33600,561458470715;
171;33600,561458470715;
172;33600,561458470715;
173;33600,561458470715;
174;33600,561458470715;
175;33600,561458470715;
176;33600,561458470715;
177;33600,561458470715;
178;33600,561458470715;
179;33600,561458470715;
180;33600,561458470715;
181;33600,561458470715;
182;33600,561458470715;
183;33600,561458470715;
184;33600,561458470715;
185;33600,561458470715;
186;33600,561458470715;
187;33600,561458470715;
188;33600,561458470715;
189;33600,561458470715;
190;33600,561458470715;
191;33600,561458470715;
192;33600,561458470715;
193;33600,561458470715;
194;33600,561458470715;
195;33600,561458470715;
196;33600,561458470715;
197;33600,561458470715;
198;33600,561458470715;
199;33600,561458470715;
200;33600,561458470715;
201;33600,561458470715;
202;33600,561458470715;
203;33600,561458470715;
204;33600,561458470715;
205;33600,561458470715;
206;33600,561458470715;
207;33600,561458470715;
208;33600,561458470715;
209;33600,561458470715;
210;33600,561458470715;
211;33600,561458470715;
212;33600,561458470715;
213;33600,561458470715;
214;33600,561458470715;
215;33600,561458470715;
216;33600,561458470715;
217;33600,561458470715;
218;33600,561458470715;
219;33600,561458470715;
220;33600,561458470715;
221;33600,561458470715;
222;33600,561458470715;
223;33600,561458470715;
224;33600,561458470715;
225;33600,561458470715;
226;33600,561458470715;
227;33600,561458470715;
228;33600,561458470715;
229;33600,561458470715;
230;33600,561458470715;
231;33600,561458470715;
232;33600,561458470715;
233;33600,561458470715;
234;33600,561458470715;
235;33600,561458470715;
236;33600,561458470715;
237;33600,561458470715;
238;33600,561458470715;
239;33600,561458470715;
240;33600,561458470715;
241;33600,561458470715;
242;33600,561458470715;
243;33600,561458470715;
244;33600,561458470715;
245;33600,561458470715;
246;33600,561458470715;
247;33600,561458470715;
248;33600,561458470715;
249;33600,561458470715;
250;33600,561458470715;
251;33600,561458470715;
252;33600,561458470715;
253;33600,561458470715;
254;33600,561458470715;
255;33600,561458470715;
256;33600,561458470715;
257;33600,561458470715;
258;33600,561458470715;
259;33600,561458470715;
260;33600,561458470715;
261;33600,561458470715;
262;33600,561458470715;
263;33600,561458470715;
264;33600,561458470715;
265;33600,561458470715;
266;33600,561458470715;
267;33600,561458470715;
268;33600,561458470715;
269;33600,561458470715;
270;33600,561458470715;
271;33600,561458470715;
272;33600,561458470715;
273;33600,561458470715;
274;33600,561458470715;
275;33600,561458470715;
276;33600,561458470715;
277;33600,561458470715;
278;33600,561458470715;
279;33600,561458470715;
280;33600,561458470715;
281;33600,561458470715;
282;33600,561458470715;
283;33600,561458470715;
284;33600,561458470715;
285;33600,561458470715;
286;33600,561458470715;
287;33600,561458470715;
288;33600,561458470715;
289;33600,561458470715;
290;33600,561458470715;
291;33600,561458470715;
292;33600,561458470715;
293;33600,561458470715;
294;33600,561458470715;
295;33600,561458470715;
296;33600,561458470715;
297;33600,561458470715;
298;33600,561458470715;
299;33600,561458470715;
300;33600,561458470715;
301;33600,561458470715;
302;33600,561458470715;
303;33600,561458470715;
304;33600,561458470715;
305;33600,561458470715;
306;33600,561458470715;
307;33600,561458470715;
308;33600,561458470715;
309;33600,561458470715;
310;33600,561458470715;
311;33600,561458470715;
312;33600,561458470715;
313;33600,561458470715;
314;33600,561458470715;
315;33600,561458470715;
316;33600,561458470715;
317;33600,561458470715;
318;33600,561458470715;
319;33600,561458470715;
320;33600,561458470715;
321;33600,561458470715;
